RA,FASE,TURMA,NOME,INSTITUICAO_ENSINO_ALUNO,PEDRA,INDE,REC_AVAL_1,REC_AVAL_2,REC_AVAL_3,REC_AVAL_4,REC_PSICO,NIVEL_IDEAL,DEFASAGEM,DESTAQUE_IEG,DESTAQUE_IDA,DESTAQUE_IPV,ANO_BASE,IDADE_ALUNO_MISSING,INDE_MISSING,CG_MISSING,CF_MISSING,CT_MISSING,QTDE_AVAL_MISSING,IAA_MISSING,IEG_MISSING,IPS_MISSING,IDA_MISSING,NOTA_MAT_MISSING,NOTA_PORT_MISSING,NOTA_ING_MISSING,IPV_MISSING,IPP_MISSING,INSTITUICAO_ENSINO_ALUNO_MISSING,PEDRA_MISSING,REC_AVAL_1_MISSING,REC_AVAL_2_MISSING,REC_AVAL_3_MISSING,REC_AVAL_4_MISSING,REC_PSICO_MISSING,DESTAQUE_IEG_MISSING,DESTAQUE_IDA_MISSING,DESTAQUE_IPV_MISSING,ALTO_INDE,CAT_IDADE_ALUNO,CAT_ANO_INGRESSO,CAT_CG,CAT_CF,CAT_CT,CAT_QTDE_AVAL,CAT_IAA,CAT_IEG,CAT_IPS,CAT_IDA,CAT_NOTA_MAT,CAT_NOTA_PORT,CAT_NOTA_ING,CAT_IPV,CAT_IAN,CAT_IPP,CAT_PEDRA_ORDINAL,CAT_NOTA_MEDIA,CAT_TEMPO_PM,DEFASADO
RA-1067,FASE 1,1N,Aluno-1067,Pública,Agata,6.541458333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,3,1,1,1,2,1,2,5,2,1,2,1,5,1,4,1,2,1,1
RA-834,FASE 1,1N,Aluno-834,Pública,Topázio,8.662616667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,5,2,5,5,5,1,5,1,4,3,5,1,1
RA-722,FASE 1,1N,Aluno-722,Pública,Ametista,7.3387,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,5,1,3,1,4,1,5,1,3,2,3,2,1
RA-1068,FASE 1,1P,Aluno-1068,Pública,Topázio,8.472533333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,4,3,5,5,5,1,5,1,4,3,5,1,1
RA-796,FASE 1,1P,Aluno-796,Pública,Ametista,7.462866667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,5,2,2,2,2,1,4,1,1,2,2,1,1
RA-1069,FASE 1,1P,Aluno-1069,Pública,Ametista,7.590033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,3,2,5,4,4,3,1,4,1,3,2,4,1,1
RA-797,FASE 1,1P,Aluno-797,Pública,Ametista,7.373033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,5,4,4,4,1,2,1,1,2,4,2,1
RA-647,FASE 1,1P,Aluno-647,Privada - Programa de Apadrinhamento,Ametista,7.100566667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,3,2,2,2,2,1,5,1,3,2,2,1,1
RA-814,FASE 1,1P,Aluno-814,Pública,Topázio,8.367866667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,5,3,5,4,5,1,5,1,4,3,4,1,1
RA-652,FASE 1,1P,Aluno-652,Pública,Ametista,7.871033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,4,3,3,3,4,1,5,1,3,2,3,1,1
RA-816,FASE 1,1P,Aluno-816,Pública,Topázio,8.5572,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,5,5,5,4,5,1,5,1,4,3,5,1,1
RA-640,FASE 1,1P,Aluno-640,Pública,Agata,6.1105,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-2,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,2,1,1,1,2,1,2,5,2,1,2,1,5,1,1,1,2,1,1
RA-810,FASE 1,1P,Aluno-810,Pública,Ametista,7.782866667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 1 (3° e 4° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,5,3,3,4,1,4,2,1,2,3,2,0
RA-643,FASE 1,1P,Aluno-643,Pública,Ametista,7.389033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,2,5,4,4,4,1,3,1,1,2,4,1,1
RA-819,FASE 1,1P,Aluno-819,Pública,Ametista,7.944833333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 1 (3° e 4° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,5,5,5,5,1,5,2,4,2,5,1,0
RA-1070,FASE 1,1P,Aluno-1070,Pública,Agata,6.939033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,3,1,1,1,2,3,2,1,2,2,2,1,5,1,3,1,2,1,1
RA-813,FASE 1,1R,Aluno-813,Pública,Ametista,7.5867,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 1 (3° e 4° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,3,5,1,1,2,1,4,2,3,2,1,1,0
RA-636,FASE 1,1R,Aluno-636,Pública,Agata,6.836666667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,2,1,1,1,2,1,3,2,5,5,5,1,2,1,4,1,5,1,1
RA-798,FASE 1,1R,Aluno-798,Privada - Programa de Apadrinhamento,Ametista,7.018033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,2,5,2,1,4,1,2,1,1,2,2,1,1
RA-799,FASE 1,1R,Aluno-799,Pública,Topázio,8.061533333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,5,2,5,4,5,1,4,1,4,3,5,1,1
RA-815,FASE 1,1R,Aluno-815,Pública,Agata,6.122166667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,2,1,1,1,2,1,3,2,3,4,2,1,2,1,1,1,3,1,1
RA-637,FASE 1,1R,Aluno-637,Pública,Topázio,8.109533333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,4,5,5,5,4,1,4,1,4,3,5,2,1
RA-638,FASE 1,1R,Aluno-638,Pública,Ametista,7.754866667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,4,5,3,3,2,1,4,1,4,2,3,3,1
RA-801,FASE 1,1R,Aluno-801,Pública,Agata,6.8735,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 1 (3° e 4° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,2,1,1,1,2,1,2,5,4,3,5,1,2,2,1,1,4,1,0
RA-802,FASE 1,1R,Aluno-802,Pública,Topázio,8.126866667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,5,5,5,1,3,1,4,3,5,2,1
RA-1071,FASE 1,1R,Aluno-1071,Pública,Agata,6.414033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,3,1,1,1,2,3,3,5,1,1,2,1,1,1,1,1,1,1,1
RA-817,FASE 1,1R,Aluno-817,Pública,Ametista,7.8597,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 1 (3° e 4° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,3,3,2,2,2,1,4,2,3,2,2,1,0
RA-818,FASE 1,1R,Aluno-818,Pública,Ametista,7.997366667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,ALFA (1° e 2° ano),1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,5,3,5,2,2,3,1,3,2,3,2,2,1,0
RA-804,FASE 1,1R,Aluno-804,Pública,Ametista,7.2352,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,5,3,2,3,3,4,1,2,1,1,2,3,1,1
RA-645,FASE 1,1R,Aluno-645,Pública,Ametista,7.613033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,3,2,4,3,4,1,4,1,3,2,4,1,1
RA-479,FASE 2,2A,Aluno-479,Privada - Programa de Apadrinhamento,Topázio,8.988866667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,5,1,5,5,5,1,5,2,4,3,5,3,0
RA-493,FASE 2,2A,Aluno-493,Pública,Ametista,7.934366667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,1,2,2,4,1,5,2,4,2,2,3,0
RA-1072,FASE 2,2A,Aluno-1072,Pública,Topázio,8.0152,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,3,3,1,3,2,4,1,5,2,3,3,3,1,0
RA-536,FASE 2,2A,Aluno-536,Pública,Ametista,7.759533333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,2,2,3,1,5,2,4,2,2,3,0
RA-1073,FASE 2,2A,Aluno-1073,Pública,Agata,6.384333333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,3,1,1,1,2,1,3,1,2,2,4,1,5,1,4,1,2,1,1
RA-494,FASE 2,2A,Aluno-494,Privada,Ametista,7.116633333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,4,1,3,3,4,1,5,1,3,2,3,1,1
RA-496,FASE 2,2A,Aluno-496,Privada,Agata,6.603666667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,1,1,1,1,2,1,2,1,5,4,5,1,5,1,3,1,4,4,1
RA-497,FASE 2,2A,Aluno-497,Privada - Programa de apadrinhamento,Quartzo,5.7191,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 4 (9° ano),-2,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,1,1,1,1,2,1,3,1,1,1,2,1,2,1,1,1,1,4,1
RA-1074,FASE 2,2A,Aluno-1074,Pública,Agata,6.195833333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,3,1,1,1,2,1,5,1,2,4,1,1,4,1,1,1,2,1,1
RA-486,FASE 2,2A,Aluno-486,Privada,Ametista,7.1043,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,5,1,5,2,2,2,2,3,0
RA-1075,FASE 2,2A,Aluno-1075,Pública,Agata,6.591333333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,3,1,1,1,2,1,5,1,2,2,2,1,5,1,3,1,2,1,1
RA-578,FASE 2,2A,Aluno-578,Privada - Programa de Apadrinhamento,Topázio,9.013866667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,5,1,5,5,5,1,5,2,4,3,5,4,0
RA-513,FASE 2,2A,Aluno-513,Privada,Topázio,8.297866667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,1,4,4,4,1,5,2,4,3,4,2,0
RA-487,FASE 2,2A,Aluno-487,Privada - Programa de Apadrinhamento,Topázio,8.988866667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,5,1,5,5,5,1,5,2,4,3,5,4,0
RA-1076,FASE 2,2A,Aluno-1076,Pública,Ametista,7.901033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,3,5,1,5,5,4,1,5,1,4,2,5,1,1
RA-490,FASE 2,2A,Aluno-490,Privada,Ametista,7.429466667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,5,1,5,2,4,2,2,1,0
RA-491,FASE 2,2A,Aluno-491,Pública,Ametista,7.560533333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,5,1,2,1,3,1,4,2,3,2,2,1,0
RA-1077,FASE 2,2B,Aluno-1077,Pública,Ametista,7.2115,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,5,1,4,3,4,1,5,2,4,2,4,1,0
RA-484,FASE 2,2B,Aluno-484,Pública,Quartzo,5.515466667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1
RA-508,FASE 2,2B,Aluno-508,Pública,Ametista,7.671633333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 2 (5° e 6° ano),0,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,4,3,5,1,5,2,4,2,4,1,0
RA-495,FASE 2,2B,Aluno-495,Privada,Ametista,7.417366667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,3,1,4,2,5,1,5,1,4,2,4,1,1
RA-1078,FASE 2,2B,Aluno-1078,Pública,Agata,6.472333333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 4 (9° ano),-2,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,3,3,1,1,1,2,1,1,1,3,1,5,1,4,1,4,1,3,1,1
RA-340,FASE 2,2B,Aluno-340,Pública,Ametista,7.059666667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,5,1,5,5,5,1,5,1,4,2,5,4,1
RA-1079,FASE 2,2B,Aluno-1079,Pública,Agata,6.916533333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,3,1,1,1,2,3,2,1,4,4,4,1,2,1,1,1,4,1,1
RA-1080,FASE 2,2B,Aluno-1080,Pública,Agata,6.571966667,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,3,1,1,1,2,2,5,1,1,1,1,1,4,1,4,1,1,1,1
RA-1081,FASE 2,2B,Aluno-1081,Pública,Ametista,7.666033333,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 4 (9° ano),-2,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,1,1,1,2,5,5,1,3,4,1,1,5,1,4,2,3,1,1
RA-1082,FASE 2,2B,Aluno-1082,Pública,Ametista,7.1617,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,Fase 3 (7° e 8° ano),-1,DESCONHECIDO,DESCONHECIDO,DESCONHECIDO,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,4,4,1,2,1,3,1,5,1,4,2,2,1,1
